b'weather-forecast_71.apk',android_insecure_random,android_logging,android_webview_ignore_ssl,android_clipboard_copy,android_md5,android_sha1,android_read_write_external,
b'amazon-alexa_2.2.394437.0.apk',android_logging,android_hardcoded,android_insecure_random,android_sha1,android_sql_raw_query,android_ip_disclosure,android_temp_file,android_md5,android_read_write_external,android_ssl_pinning,android_webview,android_sql_cipher_aes256,android_webview_ignore_ssl,android_jackson_deserialize,android_detect_root,android_write_app_dir,
b'amazon-shopping-search-find-ship-and-save_22.7.0.100.apk',android_hardcoded,android_logging,android_insecure_random,android_read_write_external,android_sql_raw_query,android_temp_file,android_webview_debug,android_webview,android_sha1,android_detect_root,android_ssl_pinning,android_ip_disclosure,android_md5,android_clipboard_copy,
b'sticker-maker_0.0.3-5.apk',android_read_write_external,android_logging,android_insecure_random,android_temp_file,android_sha1,android_hardcoded,android_ip_disclosure,android_ssl_pinning,android_md5,android_webview,android_aws_ecb_default,
b'duolingo-learn-languages-free_5.3.4.apk',android_logging,android_insecure_random,android_webview,android_sql_raw_query,android_sha1,android_hardcoded,android_read_write_external,android_detect_root,android_md5,android_ip_disclosure,android_temp_file,android_clipboard_copy,android_write_app_dir,android_webview_debug,android_ssl_pinning,
b'talking-angela_3.1.0.14.apk',android_logging,android_webview_debug,android_md5,android_hardcoded,android_read_write_external,android_insecure_random,android_clipboard_copy,android_sha1,android_webview,android_ip_disclosure,android_detect_root,android_sql_raw_query,android_write_app_dir,android_ssl_pinning,android_temp_file,android_rsa_no_oaep,
b'ebay-buy-and-sell-on-your-favorite-marketplace_6.13.0.8.apk',android_hardcoded,android_logging,android_sha1,android_ip_disclosure,android_temp_file,android_clipboard_copy,android_insecure_random,android_sql_raw_query,android_read_write_external,android_safetynet,android_md5,android_aws_ecb_default,android_detect_root,android_aes_ecb,android_webview,android_ssl_pinning,android_su_detect,
b'picturethis-identify-plant-flower-weed-and-more_2.11.apk',android_sql_raw_query,android_hardcoded,android_logging,android_read_write_external,android_md5,android_insecure_random,android_detect_root,android_ip_disclosure,android_webview,android_sha1,android_aes_ecb,android_clipboard_copy,android_temp_file,android_write_app_dir,
b'hype-simulator_3.1.3.apk',android_logging,android_read_write_external,android_temp_file,android_sql_raw_query,android_hardcoded,android_write_app_dir,android_detect_root,android_insecure_random,android_ssl_pinning,
b'move-to-ios_3.1.1.apk',android_ip_disclosure,android_sha1,android_logging,android_ssl_pinning,android_insecure_random,
b'toonme-cartoon-yourself-photo-editor_0.5.26.apk',android_logging,android_sha1,android_read_write_external,android_ssl_pinning,android_sql_raw_query,android_ip_disclosure,android_md5,android_clipboard_copy,android_insecure_random,android_hardcoded,android_webview_ignore_ssl,
b'audible-audiobooks-podcasts-audio-stories_3.2.0.apk',android_hardcoded,android_webview,android_logging,android_ssl_pinning,android_ip_disclosure,android_read_write_external,android_sha1,android_sql_raw_query,android_insecure_random,android_detect_root,android_md5,android_temp_file,android_webview_debug,
b'reface-face-swap-videos-and-memes-with-your-photo_1.11.2.apk',android_read_write_external,android_logging,android_md5,android_insecure_random,android_sql_raw_query,android_hardcoded,android_ip_disclosure,android_ssl_pinning,android_temp_file,android_sha1,android_detect_root,android_webview,android_su_detect,android_clipboard_copy,android_webview_debug,
b'samsung-smart-switch-mobile_3.7.17.4.apk',android_logging,android_ssl_pinning,android_hardcoded,android_sql_raw_query,android_read_write_external,android_insecure_random,android_rsa_no_oaep,android_sha1,android_ip_disclosure,android_md5,android_temp_file,android_aws_ecb_default,android_aes_ecb,
b'breaking-news-local-breaking-news-near-you_10.7.0.apk',android_logging,android_hardcoded,android_sql_raw_query,android_insecure_random,android_webview,android_read_write_external,android_temp_file,
b'avg-antivirus-free-mobile-security-photo-vault_6.37.1.apk',android_sql_raw_query,android_logging,android_read_write_external,android_hardcoded,android_sha1,android_webview_debug,android_insecure_random,android_detect_root,android_ip_disclosure,android_aws_ecb_default,android_ssl_pinning,android_rsa_no_oaep,android_temp_file,android_write_app_dir,android_md5,android_clipboard_copy,android_aes_ecb,android_clipboard_listen,
b'hp-smart_8.4.70.apk',android_logging,android_ssl_pinning,android_hardcoded,android_sql_raw_query,android_ip_disclosure,android_insecure_random,android_temp_file,android_sha1,android_read_write_external,android_md5,android_clipboard_copy,android_webview_debug,android_aws_ecb_default,
b'free-music-downloader-mp3-music-download_2.1.6.apk',android_logging,android_sql_raw_query,android_hardcoded,android_read_write_external,android_md5,android_insecure_random,android_detect_root,android_sha1,android_ssl_pinning,android_webview,android_ip_disclosure,android_insecure_ssl,
b'zalando-\xe2\x80\x93-fashion-inspiration-online-shopping_5.3.0.apk',android_logging,android_temp_file,android_insecure_random,android_hardcoded,android_sql_raw_query,android_clipboard_copy,android_ssl_pinning,android_webview_debug,android_ip_disclosure,android_sha1,
b'youtube-music-stream-songs-music-videos_4.21.50.apk',android_logging,android_sql_raw_query,android_insecure_random,android_ip_disclosure,android_sha1,android_temp_file,android_clipboard_copy,android_read_write_external,android_webview_debug,android_md5,android_hardcoded,android_detect_root,android_webview,
b'db-navigator_21.04.p03.00.apk',android_logging,android_sql_raw_query,android_ssl_pinning,android_insecure_random,android_read_write_external,android_detect_root,android_webview,android_hardcoded,android_aws_ecb_default,android_sha1,android_temp_file,android_clipboard_copy,android_ip_disclosure,android_md5,android_webview_ignore_ssl,android_webview_debug,
b'wish-shopping-made-fun_4.47.5.apk',android_read_write_external,android_hardcoded,android_logging,android_ip_disclosure,android_write_app_dir,android_insecure_random,android_temp_file,android_aws_ecb_default,android_sha1,android_detect_root,android_webview,android_sql_raw_query,android_clipboard_copy,android_md5,android_ssl_pinning,android_safetynet,android_su_detect,
b'memory-cleaner-speed-booster-junk-removal_1.0.22.apk',android_logging,android_hardcoded,android_insecure_random,android_sql_raw_query,android_read_write_external,android_webview,android_rsa_no_oaep,android_sha1,android_clipboard_listen,android_clipboard_copy,android_ip_disclosure,android_md5,android_detect_root,android_temp_file,android_ssl_pinning,
b'wombo-make-your-selfies-sing_1.3.0.apk',android_logging,android_sql_raw_query,android_temp_file,android_insecure_random,android_sha1,android_read_write_external,android_hardcoded,android_clipboard_copy,android_ssl_pinning,android_detect_root,
b'weather-radar-usa-storm-radar-and-alerts_2021.6.1.apk',android_logging,android_ip_disclosure,android_md5,android_sha1,android_detect_root,android_sql_raw_query,android_insecure_random,android_hardcoded,android_webview_debug,android_read_write_external,android_webview,android_clipboard_copy,android_ssl_pinning,android_temp_file,android_write_app_dir,
b'check24-vergleiche_2021.13.0.apk',android_logging,android_hardcoded,android_insecure_random,android_write_app_dir,android_ip_disclosure,android_temp_file,android_clipboard_copy,android_sql_raw_query,android_read_write_external,android_md5,android_webview,android_ssl_pinning,android_sha1,android_detect_root,android_su_detect,android_webview_debug,android_webview_ignore_ssl,
b'tvnow-premium_3.14.4_r10653_45466deec.apk',android_logging,android_detect_root,android_hardcoded,android_insecure_random,android_sql_raw_query,android_ssl_pinning,android_md5,androug,android_ip_disclosure,android_webview,id_sha1,android_webview_deb
b'wiso-steuer-\xe2\x80\x93-steuererkl\xc3\xa4rung-einfach-gemacht_2.05.2.4506.apk',android_logging,android_hardcoded,android_insecure_random,android_rsa_no_oaep,android_md5,android_ip_disclosure,android_temp_file,android_ssl_pinning,android_clipboard_copy,android_read_write_external,
b'rokkr_1.1.5.apk',android_logging,android_read_write_external,android_sha1,android_hardcoded,android_temp_file,android_ip_disclosure,android_sql_raw_query,
b'web-de-mail-cloud_7.0.4.apk',android_hardcoded,android_md5,android_logging,android_temp_file,android_insecure_random,android_clipboard_copy,android_sql_raw_query,android_webview,android_read_write_external,android_ssl_pinning,android_write_app_dir,android_webview_debug,android_sha1,android_detect_root,android_ip_disclosure,
b'discord-talk-video-chat-hang-out-with-friends_67.12.apk',android_logging,android_sql_raw_query,android_insecure_random,android_hardcoded,android_safetynet,android_clipboard_copy,android_sha1,android_detect_root,android_read_write_external,android_temp_file,android_write_app_dir,android_ssl_pinning,android_webview,android_ip_disclosure,android_md5,
b'instagram_182.0.0.29.124.apk',android_logging,android_insecure_random,android_read_write_external,android_temp_file,android_clipboard_copy,android_hardcoded,android_ssl_pinning,android_sha1,android_md5,android_ip_disclosure,android_detect_root,android_sql_raw_query,android_webview_ignore_ssl,android_webview,
b'photo-collage-maker-photo-editor-photo-collage_1.30.96.apk',android_logging,android_sql_raw_query,android_ssl_pinning,android_sha1,android_insecure_random,android_read_write_external,android_temp_file,android_hardcoded,android_md5,android_webview,android_detect_root,android_ip_disclosure,
b'what3words-never-get-lost-again_4.8.apk',android_insecure_random,android_logging,android_write_app_dir,android_clipboard_copy,android_hardcoded,android_temp_file,android_md5,android_sha1,android_webview,android_read_write_external,android_ssl_pinning,android_sql_raw_query,
b'google-earth_9.132.1.1.apk',android_temp_file,android_logging,android_insecure_random,android_sql_raw_query,android_hardcoded,android_md5,android_sha1,android_webview_debug,android_read_write_external,android_clipboard_copy,android_detect_root,
b'kaspersky-mobile-antivirus-applock-web-security_11.66.4.5463.apk',android_logging,android_ip_disclosure,android_read_write_external,android_sha1,android_hardcoded,android_temp_file,android_insecure_random,android_ssl_pinning,android_sql_raw_query,android_md5,android_webview,android_clipboard_copy,android_detect_root,
b'mein-dm_2.24.0.apk',android_logging,android_webview,android_webview_debug,android_sql_raw_query,android_insecure_random,android_temp_file,android_hardcoded,android_write_app_dir,android_read_write_external,android_sha1,android_md5,android_su_detect,android_detect_root,android_ssl_pinning,android_webview_ignore_ssl,
b'video-editor-video-maker-inshot_1.711.1312.apk',android_logging,android_detect_root,android_read_write_external,android_md5,android_webview_debug,android_hardcoded,android_insecure_random,android_clipboard_copy,android_sha1,android_ip_disclosure,android_webview,android_sql_raw_query,android_ssl_pinning,android_insecure_ssl,android_write_app_dir,android_temp_file,
b'snapchat_11.22.0.33.apk',android_sql_raw_query,android_insecure_random,android_webview_debug,android_logging,android_read_write_external,android_md5,android_ip_disclosure,android_ssl_pinning,android_temp_file,android_webview,android_clipboard_copy,android_hardcoded,android_detect_root,android_sha1,
b'qr-barcode-scanner_2.2.3.apk',android_logging,android_read_write_external,android_sql_raw_query,android_clipboard_copy,
b'google-authenticator_5.10.apk',android_hardcoded,android_logging,android_read_write_external,
b'firefox-browser-fast-private-safe-web-browser_87.0.0-rc.1.apk',android_insecure_random,android_logging,android_read_write_external,android_clipboard_copy,android_sha1,android_hardcoded,android_write_app_dir,android_md5,android_detect_root,android_temp_file,android_ssl_pinning,android_ip_disclosure,android_sql_raw_query,
b'signal-private-messenger_5.5.5.apk',android_logging,android_hardcoded,android_sql_cipher_aes256,android_temp_file,android_ip_disclosure,android_read_write_external,android_clipboard_copy,android_ssl_pinning,android_sha1,android_sql_raw_query,android_insecure_random,
b'facebook-lite_244.0.0.6.117.apk',android_read_write_external,android_logging,android_ssl_pinning,android_insecure_random,android_ip_disclosure,android_sha1,android_detect_root,android_md5,
b'kaufda-weekly-ads-discounts-local-deals_21.4.3.apk',android_insecure_random,android_logging,android_hardcoded,android_write_app_dir,android_sql_raw_query,android_sha1,android_read_write_external,android_md5,android_webview_debug,android_ssl_pinning,android_temp_file,
b's-pushtan_3.3.0.apk',android_logging,android_sql_cipher_aes256,android_sql_raw_query,android_insecure_random,android_ssl_pinning,android_clipboard_copy,android_temp_file,
b'idealo-online-shopping-product-price-comparison_18.5.15.apk',android_sql_raw_query,android_insecure_random,android_md5,android_logging,android_webview_debug,android_temp_file,android_clipboard_copy,android_sha1,android_ip_disclosure,android_read_write_external,android_detect_root,android_webview,android_ssl_pinning,android_webview_ignore_ssl,
b'capcut_3.1.0.apk',android_logging,android_sql_raw_query,android_ip_disclosure,android_md5,android_insecure_random,android_hardcoded,android_read_write_external,android_write_app_dir,android_clipboard_copy,android_temp_file,android_sha1,android_detect_root,android_webview_ignore_ssl,android_aes_ecb,
b'way-in_3.3.1.2.apk',android_logging,android_read_write_external,android_insecure_random,android_ip_disclosure,android_hardcoded,
b'lieferando-de-order-food_7.0.5.apk',android_logging,android_insecure_random,android_write_app_dir,android_sql_raw_query,android_hardcoded,android_webview,android_md5,android_temp_file,android_ssl_pinning,android_sha1,
b'immoscout24-house-apartment-search_17.3.1.1029-202103291339.apk',android_write_app_dir,android_logging,android_sql_raw_query,android_temp_file,android_read_write_external,android_ssl_pinning,android_clipboard_copy,android_sha1,android_detect_root,android_insecure_ssl,android_hardcoded,android_insecure_random,android_ip_disclosure,android_md5,android_safetynet,android_webview,
b'plantnet-plant-identification_3.3.27.apk',android_insecure_random,android_logging,android_read_write_external,android_temp_file,android_hardcoded,android_md5,android_sql_raw_query,android_ssl_pinning,
b'scalable-capital-broker-trading-robo-advisor_6.3.1.1.apk',android_logging,android_ip_disclosure,android_insecure_random,android_hardcoded,android_read_write_external,android_md5,android_detect_root,android_sql_raw_query,android_webview,android_ssl_pinning,android_clipboard_copy,android_su_detect,android_write_app_dir,android_aes_ecb,android_sha1,android_clipboard_listen,
b'zdfmediathek-live-tv_5.7.apk',android_logging,android_insecure_random,android_sql_raw_query,android_ssl_pinning,android_hardcoded,android_detect_root,android_temp_file,android_md5,
b'infekt-info-fallzahlen-inzidenz-impfungen-im-blick_4.4.apk',android_logging,android_insecure_random,android_hardcoded,android_sql_raw_query,android_temp_file,android_read_write_external,
b'mcdonald\xe2\x80\x99s-deutschland-coupons-aktionen_7.2.4.44736.apk',android_logging,android_detect_root,android_hardcoded,android_sha1,android_insecure_random,android_ssl_pinning,android_read_write_external,android_ip_disclosure,android_md5,android_tapjacking,android_sql_raw_query,android_db_encryption,android_safetynet,android_clipboard_copy,android_webview_debug,android_webview,android_su_detect,
b'fancy-cleaner-2021-antivirus-booster-cleaner_5.1.5.apk',android_logging,android_insecure_random,android_sql_raw_query,android_ip_disclosure,android_sha1,android_read_write_external,android_hardcoded,android_webview,android_clipboard_listen,android_clipboard_copy,android_md5,android_temp_file,android_detect_root,android_insecure_ssl,android_ssl_pinning,android_webview_debug,
b'about-you-online-fashion-shop_6.24.1.apk',android_read_write_external,android_hardcoded,android_logging,android_webview,android_insecure_random,android_md5,android_sha1,android_sql_raw_query,android_ssl_pinning,android_su_detect,android_detect_root,android_aes_ecb,android_write_app_dir,android_clipboard_copy,android_temp_file,
b'disney_1.14.0.apk',android_logging,android_su_detect,android_detect_root,android_hardcoded,android_ssl_pinning,android_insecure_random,android_md5,android_sql_raw_query,android_ip_disclosure,android_write_app_dir,android_read_write_external,android_temp_file,android_clipboard_copy,
b'lidl-plus_14.35.4.apk',android_logging,android_insecure_random,android_hardcoded,android_sql_raw_query,android_sha1,android_md5,android_ip_disclosure,android_clipboard_copy,android_ssl_pinning,android_read_write_external,android_webview_debug,android_temp_file,android_detect_root,
b'marktguru-leaflets-offers-cashback_4.4.2.apk',android_logging,android_sql_raw_query,android_read_write_external,android_hardcoded,android_insecure_random,android_ip_disclosure,android_ssl_pinning,android_sha1,android_temp_file,android_md5,android_clipboard_copy,android_detect_root,
b'frohe-ostern-w\xc3\xbcnsche-2021-f\xc3\xbcr-whatsapp-kostenlos_1.2.apk',android_logging,android_read_write_external,android_insecure_random,android_sha1,
b'burger-king\xc2\xae_6.10.0.apk',android_logging,android_hardcoded,android_md5,android_insecure_random,android_ssl_pinning,android_sql_raw_query,android_ip_disclosure,android_write_app_dir,android_read_write_external,android_detect_root,android_temp_file,android_sha1,android_su_detect,
b'twitch-livestream-multiplayer-games-esports_10.4.0.apk',android_logging,android_sql_raw_query,android_ssl_pinning,android_read_write_external,android_hardcoded,android_clipboard_copy,android_md5,android_insecure_random,android_webview,android_webview_debug,android_detect_root,android_sha1,android_ip_disclosure,android_hiddenui,android_temp_file,android_write_app_dir,
b'opera-browser-fast-private-with-latest-news_62.3.3146.57763.apk',android_insecure_random,android_logging,android_sha1,android_read_write_external,android_temp_file,android_sql_raw_query,android_ip_disclosure,android_hardcoded,android_clipboard_copy,android_detect_root,android_md5,android_ssl_pinning,android_clipboard_listen,
b'pluto-tv-free-live-tv-and-movies_5.5.0.apk',android_insecure_random,android_logging,android_hardcoded,android_ssl_pinning,android_temp_file,android_ip_disclosure,android_sql_raw_query,android_sha1,android_md5,android_write_app_dir,android_detect_root,android_webview,android_webview_debug,
b'otto-shopping-f\xc3\xbcr-elektronik-m\xc3\xb6bel-mode_10.10.1.apk',android_logging,android_webview,android_webview_debug,android_hardcoded,android_insecure_random,android_read_write_external,android_ssl_pinning,
b'fantastic-face-\xe2\x80\x93-aging-prediction-face-gender_2.3.1.apk',android_logging,android_hardcoded,android_insecure_random,android_read_write_external,android_md5,android_insecure_ssl,android_sql_raw_query,android_sql_cipher_aes256,android_webview,android_detect_root,android_ip_disclosure,android_webview_debug,android_sha1,android_ssl_pinning,android_temp_file,
b'microsoft-teams_1416_1.0.0.2021032202.apk',android_webview,android_logging,android_sql_raw_query,android_ssl_pinning,android_webview_debug,android_clipboard_copy,android_hardcoded,android_insecure_random,android_read_write_external,android_temp_file,android_ip_disclosure,android_write_app_dir,android_sha1,android_md5,android_aes_ecb,android_sql_cipher,android_world_readable,
b'amazon-photos_1.43.0-76230211g.apk',android_logging,android_read_write_external,android_sql_raw_query,android_hardcoded,android_temp_file,android_webview,android_webview_debug,android_write_app_dir,android_ssl_pinning,android_clipboard_copy,android_insecure_random,android_detect_root,android_webview_ignore_ssl,android_sha1,android_md5,android_ip_disclosure,
b'taxfix-\xe2\x80\x93-simple-german-tax-declaration-via-app_1.119.0.apk',android_logging,android_md5,android_insecure_random,android_hardcoded,android_ip_disclosure,android_read_write_external,android_detect_root,android_sql_raw_query,android_ssl_pinning,android_sha1,android_temp_file,android_su_detect,android_webview_debug,android_aes_ecb,
b'blitzer-de_3.7.6.apk',android_sql_raw_query,android_logging,android_hardcoded,android_insecure_random,android_temp_file,
b'yazio-calorie-counter-intermittent-fasting-app_7.2.3.apk',android_logging,android_clipboard_copy,android_insecure_random,android_hardcoded,android_sql_raw_query,android_temp_file,android_read_write_external,android_detect_root,android_write_app_dir,android_su_detect,android_md5,android_sha1,
b'meinvodafone_11.3.0.0.apk',android_hardcoded,android_logging,android_ssl_pinning,android_sha1,android_sql_raw_query,android_read_write_external,android_insecure_random,android_ip_disclosure,android_clipboard_copy,android_webview,android_temp_file,android_aws_ecb_default,android_detect_root,android_md5,
b'anti-stress-relaxing-games-stress-relief_1.3.2.apk',android_sha1,android_logging,android_insecure_random,android_ip_disclosure,android_hardcoded,android_read_write_external,android_temp_file,android_md5,android_webview,android_insecure_ssl,android_webview_debug,android_sql_raw_query,android_clipboard_copy,
b'glamour-shopping_7.0.0.apk',android_logging,android_insecure_random,android_ip_disclosure,android_ssl_pinning,android_sha1,android_clipboard_copy,android_hardcoded,android_sql_raw_query,android_webview,android_md5,android_temp_file,
b'tier-e-scooter-sharing-more_3.9.37.apk',android_hardcoded,android_logging,android_ip_disclosure,android_sha1,android_insecure_random,android_ssl_pinning,android_clipboard_copy,android_detect_root,android_read_write_external,android_sql_raw_query,android_webview,android_su_detect,
b'twitter_8.87.0-release.01.apk',android_logging,android_sql_raw_query,android_insecure_random,android_ip_disclosure,android_hardcoded,android_temp_file,android_md5,android_ssl_pinning,android_sha1,android_clipboard_copy,android_read_write_external,android_webview_debug,android_write_app_dir,android_detect_root,
b'vinted-sell-buy-second-hand-fashion_21.10.1.apk',android_logging,android_hardcoded,android_ip_disclosure,android_ssl_pinning,android_insecure_random,android_write_app_dir,android_clipboard_copy,android_temp_file,android_webview_debug,android_md5,android_sha1,android_rsa_no_oaep,android_webview,android_insecure_ssl,android_read_write_external,android_sql_raw_query,
b'meinprospekt-\xe2\x80\x93-local-deals-weekly-ads_21.4.3.apk',android_hardcoded,android_logging,android_sql_raw_query,android_insecure_random,android_write_app_dir,android_read_write_external,android_temp_file,android_webview_debug,android_md5,android_sha1,android_ssl_pinning,
b'whatsapp-messenger_2.21.6.17.apk',android_logging,android_insecure_random,android_ip_disclosure,android_read_write_external,android_sql_raw_query,android_sha1,android_clipboard_copy,android_md5,android_temp_file,android_hardcoded,android_ssl_pinning,android_webview,android_tapjacking,android_detect_root,
b'google-pay-old-app_2.129.364916235.apk',android_logging,android_sha1,android_hardcoded,android_insecure_random,
b'ebay-kleinanzeigen-for-germany_12.12.0.apk',android_logging,android_hardcoded,android_write_app_dir,android_read_write_external,android_clipboard_copy,android_ip_disclosure,android_temp_file,android_insecure_random,android_ssl_pinning,android_sql_raw_query,android_md5,android_sha1,
b'free-ringtones-for-android\xe2\x84\xa2_7.9.6.apk',android_hardcoded,android_logging,android_read_write_external,android_sql_raw_query,android_md5,android_sha1,android_insecure_random,android_ssl_pinning,android_ip_disclosure,android_aws_ecb_default,android_webview,android_detect_root,android_temp_file,android_aes_ecb,android_webview_debug,
